id,link_id,genus,species,sex,category,trait,value,reference,credit,email,notes,,
,Xylocopa_ordinaria_8,Xylocopa,Xylocopa ordinaria,Female,Behaviour,Brood cell,4,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Xylocopa_ordinaria_9,Xylocopa,Xylocopa ordinaria,Female,Behaviour,Brood cell,4,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Xylocopa_ordinaria_10,Xylocopa,Xylocopa ordinaria,Female,Behaviour,Brood cell,3,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Xylocopa_ordinaria_11,Xylocopa,Xylocopa ordinaria,Female,Behaviour,Brood cell,4,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Xylocopa_ordinaria_12,Xylocopa,Xylocopa ordinaria,Female,Behaviour,Brood cell,2,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Xylocopa_ordinaria_13,Xylocopa,Xylocopa ordinaria,Female,Behaviour,Brood cell,5,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Xylocopa_ordinaria_14,Xylocopa,Xylocopa ordinaria,Female,Behaviour,Brood cell,4,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Xylocopa_splendidula_1,Xylocopa,Xylocopa splendidula,Female,Behaviour,Brood cell,4,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Xylocopa_splendidula_2,Xylocopa,Xylocopa splendidula,Female,Behaviour,Brood cell,3,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Xylocopa_splendidula_3,Xylocopa,Xylocopa splendidula,Female,Behaviour,Brood cell,3,10.7717/peerj.2250/supp-8,J Dorado & D P Vazquez,xmiguelangelcolladox@gmail.com,,,
,Andrena_barbilabris_1,Andrena,Andrena barbilabris,,Morphology,Intertegular span,2.1,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Andrena_barbilabris_2,Andrena,Andrena barbilabris,,Behaviour,Maximum foraging distance,0.5,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Andrena_barbilabris_3,Andrena,Andrena barbilabris,,Behaviour,Typical foraging distance,0.1,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Andrena_flavipes_6,Andrena,Andrena flavipes,,Morphology,Intertegular span,2.2,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Andrena_flavipes_7,Andrena,Andrena flavipes,,Behaviour,Maximum foraging distance,0.4,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Andrena_flavipes_8,Andrena,Andrena flavipes,,Morphology,Typical foraging distance,0.2,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Andrena_vaga_1,Andrena,Andrena vaga,,Morphology,Intertegular span,2.8,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Andrena_vaga_2,Andrena,Andrena vaga,,Morphology,Maximum foraging distance,0.5,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Andrena_vaga_3,Andrena,Andrena vaga,,Morphology,Typical foraging distance,0.3,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Anthophora_abrupta_1,Anthophora,Anthophora abrupta,,Morphology,Intertegular span,3.9,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Anthophora_abrupta_2,Anthophora,Anthophora abrupta,,Morphology,Maximum foraging distance,2.3,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Anthophora_abrupta_3,Anthophora,Anthophora abrupta,,Morphology,Typical foraging distance,0.5,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Bombus_terrestris_1,Bombus,Bombus terrestris,,Morphology,Intertegular span,3.5,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Bombus_terrestris_2,Bombus,Bombus terrestris,,Morphology,Maximum foraging distance,0.8,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Bombus_terrestris_3,Bombus,Bombus terrestris,,Morphology,Typical foraging distance,0.8,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Dasypoda_altercator_1,Dasypoda,Dasypoda altercator,,Morphology,Intertegular span,2.9,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Dasypoda_altercator_2,Dasypoda,Dasypoda altercator,,Morphology,Maximum foraging distance,4,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Dasypoda_altercator_3,Dasypoda,Dasypoda altercator,,Morphology,Typical foraging distance,1.7,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Eufriesea_surinamensis_1,Eufriesea,Eufriesea surinamensis,,Morphology,Intertegular span,5.6,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Lasioglossum_umbripenne_1,Lasioglossum,Lasioglossum umbripenne,,Morphology,Intertegular span,1.2,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Lasioglossum_umbripenne_2,Lasioglossum,Lasioglossum umbripenne,,Morphology,Maximum foraging distance,0.2,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Lasioglossum_umbripenne_3,Lasioglossum,Lasioglossum umbripenne,,Morphology,Typical foraging distance,0.1,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Megachile_flavipes_1,Megachile,Megachile flavipes,,Morphology,Intertegular span,2.9,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Megachile_flavipes_2,Megachile,Megachile flavipes,,Morphology,Maximum foraging distance,0.8,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Megachile_flavipes_3,Megachile,Megachile flavipes,,Morphology,Typical foraging distance,0.5,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Megachile_nana_1,Megachile,Megachile nana,,Morphology,Intertegular span,1.9,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Megachile_nana_2,Megachile,Megachile nana,,Morphology,Maximum foraging distance,0.6,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Megachile_nana_3,Megachile,Megachile nana,,Morphology,Typical foraging distance,0.4,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Osmia_cornifrons_1,Osmia,Osmia cornifrons,,Morphology,Intertegular span,2.9,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Osmia_cornifrons_2,Osmia,Osmia cornifrons,,Morphology,Maximum foraging distance,0.8,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Osmia_cornifrons_3,Osmia,Osmia cornifrons,,Morphology,Typical foraging distance,0.6,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Osmia_bicornis_18,Osmia,Osmia bicornis,,Morphology,Intertegular span,3.3,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Osmia_bicornis_19,Osmia,Osmia bicornis,,Morphology,Maximum foraging distance,0.9,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Osmia_bicornis_20,Osmia,Osmia bicornis,,Morphology,Typical foraging distance,0.5,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Tetraloniella_salicariae_1,Tetraloniella,Tetraloniella salicariae,,Morphology,Intertegular span,2.1,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Tetraloniella_salicariae_2,Tetraloniella,Tetraloniella salicariae,,Morphology,Maximum foraging distance,0.4,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Tetraloniella_salicariae_3,Tetraloniella,Tetraloniella salicariae,,Morphology,Typical foraging distance,0.2,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Xylocopa_virginica_1,Xylocopa,Xylocopa virginica,,Morphology,Intertegular span,5.6,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Xylocopa_virginica_2,Xylocopa,Xylocopa virginica,,Morphology,Maximum foraging distance,13,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Xylocopa_virginica_3,Xylocopa,Xylocopa virginica,,Morphology,Typical foraging distance,7.5,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Apis_cerana_1,Apis,Apis cerana,,Morphology,Intertegular span,2.7,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Apis_cerana_2,Apis,Apis cerana,,Morphology,Maximum foraging distance,1.3,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Apis_cerana_3,Apis,Apis cerana,,Morphology,Typical foraging distance,1.2,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Apis_dorsata_1,Apis,Apis dorsata,,Morphology,Intertegular span,2.7,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Apis_dorsata_2,Apis,Apis dorsata,,Morphology,Maximum foraging distance,1,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Apis_dorsata_3,Apis,Apis dorsata,,Morphology,Typical foraging distance,0.9,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Apis_florea_1,Apis,Apis florea,,Morphology,Intertegular span,1.8,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Apis_florea_2,Apis,Apis florea,,Morphology,Maximum foraging distance,0.4,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Apis_florea_3,Apis,Apis florea,,Morphology,Typical foraging distance,0.3,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Heterotrigona_iridipennis_1,Heterotrigona,Heterotrigona iridipennis,,Morphology,Intertegular span,1.2,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Heterotrigona_iridipennis_2,Heterotrigona,Heterotrigona iridipennis,,Morphology,Maximum foraging distance,0.1,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Heterotrigona_iridipennis_3,Heterotrigona,Heterotrigona iridipennis,,Morphology,Typical foraging distance,0.1,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Nannotrigona_perilampoides_1,Nannotrigona,Nannotrigona perilampoides,,Morphology,Intertegular span,1.4,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Nannotrigona_perilampoides_2,Nannotrigona,Nannotrigona perilampoides,,Morphology,Maximum foraging distance,0.1,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Plebeia_mosquito_1,Plebeia,Plebeia mosquito,,Morphology,Intertegular span,1,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Plebeia_mosquito_2,Plebeia,Plebeia mosquito,,Morphology,Maximum foraging distance,0.5,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Plebeia_mosquito_3,Plebeia,Plebeia mosquito,,Morphology,Typical foraging distance,0.3,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Trigona_amalthea_1,Trigona,Trigona amalthea,,Morphology,Intertegular span,2.3,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Trigona_amalthea_2,Trigona,Trigona amalthea,,Morphology,Maximum foraging distance,1,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Trigona_amalthea_3,Trigona,Trigona amalthea,,Morphology,Typical foraging distance,0.8,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Tetragonisca_angustula_1,Tetragonisca,Tetragonisca angustula,,Morphology,Intertegular span,1,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Tetragonisca_angustula_2,Tetragonisca,Tetragonisca angustula,,Morphology,Maximum foraging distance,0.7,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Trigona_corvina_1,Trigona,Trigona corvina,,Morphology,Intertegular span,1.5,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Trigona_corvina_2,Trigona,Trigona corvina,,Morphology,Maximum foraging distance,0.3,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Trigona_snipes_1,Trigona,Trigona snipes,,Morphology,Intertegular span,1.8,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,"it's a mean value, milimetres",,
,Trigona_snipes_2,Trigona,Trigona snipes,,Morphology,Maximum foraging distance,0.8,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Trigona_snipes_3,Trigona,Trigona snipes,,Morphology,Typical foraging distance,0.6,DOI:10.1007/s00442-007-0752-9,Greenleaf et al,xmiguelangelcolladox@gmail.com,kilometres,,
,Apis_mellifera_8,Apis ,Apis mellifera,Female,Morphology,Weight,0.0713,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Apis_mellifera_9,Apis ,Apis mellifera,Female,Morphology,Weight,0.0702,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Apis_mellifera_10,Apis ,Apis mellifera,Female,Morphology,Weight,0.0676,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Apis_mellifera_11,Apis ,Apis mellifera,Female,Morphology,Weight,0.0738,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Apis_mellifera_12,Apis ,Apis mellifera,Female,Morphology,Weight,0.0679,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Apis_mellifera_13,Apis ,Apis mellifera,Female,Morphology,Weight,0.0878,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Apis_mellifera_14,Apis ,Apis mellifera,Female,Morphology,Weight,0.066,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Apis_mellifera_15,Apis ,Apis mellifera,Female,Morphology,Weight,0.0784,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Apis_mellifera_16,Apis ,Apis mellifera,Female,Morphology,Weight,0.0717,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Apis_mellifera_17,Apis ,Apis mellifera,Female,Morphology,Weight,0.0675,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Apis_mellifera_18,Apis ,Apis mellifera,Female,Morphology,Weight,0.0897,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Apis_mellifera_19,Apis ,Apis mellifera,Female,Morphology,Weight,0.066,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Weight in grammes,,
,Hylaeus_modestus_1,Hylaeus,Hylaeus modestus,,Behaviour,Diet,Polylecty,http://www.discoverlife.org/20/q?search=Hylaeus+modestus,,xmiguelangelcolladox@gmail.com,,,
,Lasioglossum_imitatum_1,Lasioglossum,Lasioglossum imitatum,http://www.discoverlife.org/20/q?search=Lasioglossum+imitatum,Behaviour,Diet,Polylecty,http://www.discoverlife.org/20/q?search=Lasioglossum+imitatum,http://www.discoverlife.org/20/q?search=Lasioglossum+imitatum,xmiguelangelcolladox@gmail.com,,,
,Megachile_centuncularis_1,Megachile,Megachile centuncularis,,Behaviour,Nest building,Cavity,,,xmiguelangelcolladox@gmail.com,,,
,Megachile_pugnata_1,Megachile,Megachile pugnata,Female,Behaviour,Nest building,Non-excavator,http://www.jstor.org/stable/25009330,V. J. Tepedino and D. R. Frohlich,xmiguelangelcolladox@gmail.com,,,
,Megachile_pugnata_2,Megachile,Megachile pugnata,Female,Behaviour,Nest building,Pre-existing cavities,http://www.jstor.org/stable/25009330,V. J. Tepedino and D. R. Frohlich,xmiguelangelcolladox@gmail.com,,,
,Amegilla_quadrifasciata_1,Amegilla,Amegilla quadrifasciata,Female,Morphology,Intertegular span,3.764,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Amegilla_quadrifasciata_2,Amegilla,Amegilla quadrifasciata,Female,Morphology,Intertegular span,3.831,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Amegilla_quadrifasciata_3,Amegilla,Amegilla quadrifasciata,Female,Morphology,Intertegular span,3.934,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Amegilla_quadrifasciata_4,Amegilla,Amegilla quadrifasciata,Female,Morphology,Intertegular span,3.97,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Amegilla_quadrifasciata_5,Amegilla,Amegilla quadrifasciata,Female,Morphology,Intertegular span,4.095,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Amegilla_quadrifasciata_6,Amegilla,Amegilla quadrifasciata,Female,Morphology,Intertegular span,3.976,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Amegilla_quadrifasciata_7,Amegilla,Amegilla quadrifasciata,Female,Morphology,Intertegular span,3.627,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Amegilla_quadrifasciata_8,Amegilla,Amegilla quadrifasciata,Female,Morphology,Intertegular span,3.828,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Amegilla_quadrifasciata_9,Amegilla,Amegilla quadrifasciata,Female,Morphology,Intertegular span,3.74,M A Collado,M A Collado,xmiguelangelcolladox@gmail.com,Distance in mm,,
,Amegilla_quadrifasciata_10,Amegilla,Amegilla quadrifasciata,Female,Behaviour,Nest building,Excavator,https://en.wikipedia.org/wiki/Amegilla_quadrifasciata,,,,,
,Andrena_agilissima_1,Andrena,Andrena agilissima,Female,Behaviour,Nest building,Excavator,http://www.bwars.com/content/andrena-agilissima,G R Else,,,,
,Andrena_agilissima_2,Andrena,Andrena agilissima,Female,Behaviour,Sociality,Share entrance of nests,http://www.bwars.com/content/andrena-agilissima,G R Else,,,,
,Andrena_agilissima_3,Andrena,Andrena agilissima,Female,Behaviour,Voltinism,Univoltine,http://www.bwars.com/content/andrena-agilissima,,,,,
,Andrena_agilissima_4,Andrena,Andrena agilissima,Female,Behaviour,Diet,"creeping buttercup, thrift, cabbage and radish",http://www.bwars.com/content/andrena-agilissima,,,,,
,Andrena_agilissima_5,Andrena,Andrena agilissima,Female,Behaviour,Diet,Oligolectic,http://www.discoverlife.org/mp/20q?search=Andrena+agilissima&flags=subgenus:,,,,,
,Andrena_albopunctata_1,Andrena,Andrena albopunctata,,Behaviour,Diet,Polylectic,http://www.discoverlife.org/mp/20q?search=Andrena+albopunctata&flags=subgenus:,Andrej Gogala,,,,
,Andrena_albopunctata_2,Andrena,Andrena albopunctata,,Behaviour,Diet,Burrows in the ground,http://www.discoverlife.org/mp/20q?search=Andrena+albopunctata&flags=subgenus:,Andrej Gogala,,,,
,Andrena_albopunctata_3,Andrena,Andrena albopunctata,,Behaviour,Diet,Univoltine,http://www.discoverlife.org/mp/20q?search=Andrena+albopunctata&flags=subgenus:,Andrej Gogala,,,,
,Andrena_morio_1,Andrena,Andrena morio,Female,Behaviour,Nest building,Excavator,https://it.wikipedia.org/wiki/Andrena_morio,,,,,
,Andrena_morio_2,Andrena,Andrena morio,Female,Behaviour,Nest building,Soil,https://it.wikipedia.org/wiki/Andrena_morio,,,,,
,Andrena_morio_3,Andrena,Andrena morio,Female,Behaviour,Voltinism,Bivoltine,https://it.wikipedia.org/wiki/Andrena_morio,,,,,
,Bombus_pratorum_33,Bombus,Bombus pratorum,Female,Behaviour,Nest building,Pre-existing cavities made by other animals,http://www.bwars.com/bee/apidae/bombus-pratorum,M Edwards,,,,
,Dasypoda_hirtipes_1,Dasypoda,Dasypoda hirtipes,Female,Behaviour,Nest building,Excavator,http://www.bwars.com/bee/melittidae/dasypoda-hirtipes,G R Else,,,,
,Dasypoda_hirtipes_2,Dasypoda,Dasypoda hirtipes,Female,Behaviour,Nest building,Soil,http://www.bwars.com/bee/melittidae/dasypoda-hirtipes,G R Else,,,,
,Dasypoda_hirtipes_3,Dasypoda,Dasypoda hirtipes,Female,Behaviour,Diet,Oligolectic,http://www.bwars.com/bee/melittidae/dasypoda-hirtipes,G R Else,Asteracea flowers,,,
,Dasypoda_hirtipes_4,Dasypoda,Dasypoda hirtipes,Female,Behaviour,Voltinism,Univoltine,http://www.bwars.com/bee/melittidae/dasypoda-hirtipes,G R Else,,,,
,Dasypoda_hirtipes_5,Dasypoda,Dasypoda hirtipes,Female,Behaviour,Sociality,Sociality,http://www.bwars.com/bee/melittidae/dasypoda-hirtipes,G R Else,,,,
,Flavipanurgus_venustus_1,Flavipanurgus,Flavipanurgus venustus,Female,Behaviour,Diet,Oligolectic,http://dx.doi.org/10.1371/journal.pone.0163122,González-Varo,,,,
,Halictus_scabiosae_1,Halictus,Halictus scabiosae,Female,Behaviour,Sociality,Eusocial sometimes,http://www.bwars.com/content/halictus-scabiosae,,,,,
,Halictus_scabiosae_2,Halictus,Halictus scabiosae,Female,Behaviour,Nest building,Soil,,,,,,
,Heriades_rubicola_1,Heriades,Heriades rubicola,Female,Behaviour,Nest building,Stem,,,,,,
,Lithurgus_cornutus_1,Lithurgus,Lithurgus cornutus,Female,Behaviour,Nest building,Excavator,http://www.discoverlife.org/mp/20q?search=Lithurgus+cornutus&guide=Megachilidae_genera&flags=subgenus:,,,,,
,Panurgus_banksianus_1,Panurgus,Panurgus banksianus,Female,Behaviour,Diet,Yellow-flowered Asteraceae,,M Edwards,,,,
,Panurgus_banksianus_2,Panurgus,Panurgus banksianus,Female,Behaviour,Voltinism,Univoltine,,M Edwards,,,,
,Panurgus_banksianus_3,Panurgus,Panurgus banksianus,Female,Behaviour,Sociality,Solitary,,M Edwards,,,,
,Panurgus_banksianus_4,Panurgus,Panurgus banksianus,Female,Behaviour,Sociality,Sharing Burrows,,M Edwards,,,,
,Panurgus_banksianus_5,Panurgus,Panurgus banksianus,Female,Behaviour,Nest building,Soil,,M Edwards,,,,
,Systropha_1,Systropha,Systropha,Female,Behaviour,Diet,Oligolectic,https://en.wikipedia.org/wiki/Systropha,,,,,
,Systropha_2,Systropha,Systropha,Female,Behaviour,Nest building,Soil,https://en.wikipedia.org/wiki/Systropha,,,,,
,Andrena_fulva_1,Andrena,Andrena fulva,Female,Behaviour,Sociality,Solitary,http://www.bwars.com/bee/andrenidae/andrena-fulva,G R Else,,,,
,Andrena_fulva_2,Andrena,Andrena fulva,Female,Behaviour,Nest building,Excavator,http://www.bwars.com/bee/andrenidae/andrena-fulva,G R Else,,,,
,Andrena_fulva_3,Andrena,Andrena fulva,Female,Behaviour,Diet,Polylectic,http://www.bwars.com/bee/andrenidae/andrena-fulva,G R Else,,,,
,Andrena_fulva_4,Andrena,Andrena fulva,Female,Behaviour,Voltinism,Univoltine,http://www.bwars.com/bee/andrenidae/andrena-fulva,G R Else,,,,
,Andrena_fulva_5,Andrena,Andrena fulva,Female,Behaviour,Nest building,Soil,http://www.bwars.com/bee/andrenidae/andrena-fulva,G R Else,,,,
,Andrena_bicolor_1,Andrena,Andrena bicolor,Female,Behaviour,Sociality,Solitary,http://www.discoverlife.org/20/q?search=Andrena+bicolor,Andrej Gogala,,,,
,Andrena_bicolor_2,Andrena,Andrena bicolor,Female,Behaviour,Nest building,Excavator,http://www.discoverlife.org/20/q?search=Andrena+bicolor,Andrej Gogala,,,,
,Andrena_bicolor_3,Andrena,Andrena bicolor,Female,Behaviour,Diet,Polylectic,http://www.discoverlife.org/20/q?search=Andrena+bicolor,Andrej Gogala,,,,
,Andrena_bicolor_4,Andrena,Andrena bicolor,Female,Behaviour,Voltinism,Bivoltine,http://www.discoverlife.org/20/q?search=Andrena+bicolor,Andrej Gogala,,,,
,Andrena_bicolor_5,Andrena,Andrena bicolor,Female,Behaviour,Nest building,Soil,http://www.discoverlife.org/20/q?search=Andrena+bicolor,Andrej Gogala,,,,
,Lasioglossum_fulvicorne_1,Lasioglossum,Lasioglossum fulvicorne,Female,Behaviour,Sociality,Solitary,http://www.bwars.com/bee/halictidae/lasioglossum-fulvicorne,G W Allen,,,,
,Lasioglossum_fulvicorne_2,Lasioglossum,Lasioglossum fulvicorne,Female,Behaviour,Nest building,Excavator,http://www.bwars.com/bee/halictidae/lasioglossum-fulvicorne,G W Allen,,,,
,Lasioglossum_fulvicorne_3,Lasioglossum,Lasioglossum fulvicorne,Female,Behaviour,Diet,Polylectic,http://www.bwars.com/bee/halictidae/lasioglossum-fulvicorne,G W Allen,,,,
